date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:35:07	27/27	---M--	200	added ('OK')	text/javascript	etag:%221260cd4-1b-6274f5f1e8800%22	https://gridx.codelayers.net/media/legacy/js/jquery-noconflict.min.js?504da4	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/legacy/js/jquery-noconflict.min1fec.js	(from https://gridx.codelayers.net/)
16:35:08	979/979	---M-Z	200	added ('OK')	text/javascript	etag:%2212608a7-3d3-6274f5f7a1580-gzip%22	https://gridx.codelayers.net/media/vendor/bootstrap/js/alert.min.js?5.3.3	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/bootstrap/js/alert.min374d.js	(from https://gridx.codelayers.net/)
16:35:09	779/779	---M-Z	200	added ('OK')	text/javascript	etag:%2212608aa-30b-6274f5f7a1580-gzip%22	https://gridx.codelayers.net/media/vendor/bootstrap/js/button.min.js?5.3.3	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/bootstrap/js/button.min374d.js	(from https://gridx.codelayers.net/)
16:35:10	5693/5693	---M-Z	200	added ('OK')	text/javascript	etag:%2212608ad-163d-6274f5f7a1580-gzip%22	https://gridx.codelayers.net/media/vendor/bootstrap/js/carousel.min.js?5.3.3	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/bootstrap/js/carousel.min374d.js	(from https://gridx.codelayers.net/)
16:35:11	3994/3994	---M-Z	200	added ('OK')	text/javascript	etag:%2212608b0-f9a-6274f5f7a1580-gzip%22	https://gridx.codelayers.net/media/vendor/bootstrap/js/collapse.min.js?5.3.3	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/bootstrap/js/collapse.min374d.js	(from https://gridx.codelayers.net/)
16:35:12	6213/6213	---M-Z	200	added ('OK')	text/javascript	etag:%2212608b6-1845-6274f5f7a1580-gzip%22	https://gridx.codelayers.net/media/vendor/bootstrap/js/dropdown.min.js?5.3.3	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/bootstrap/js/dropdown.min374d.js	(from https://gridx.codelayers.net/)
16:35:13	7319/7319	---M-Z	200	added ('OK')	text/javascript	etag:%2212608b9-1c97-6274f5f7a1580-gzip%22	https://gridx.codelayers.net/media/vendor/bootstrap/js/modal.min.js?5.3.3	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/bootstrap/js/modal.min374d.js	(from https://gridx.codelayers.net/)
16:35:14	3552/3552	---M-Z	200	added ('OK')	text/javascript	etag:%2212608bc-de0-6274f5f7a1580-gzip%22	https://gridx.codelayers.net/media/vendor/bootstrap/js/offcanvas.min.js?5.3.3	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/bootstrap/js/offcanvas.min374d.js	(from https://gridx.codelayers.net/)
16:35:15	11314/11314	---M-Z	200	added ('OK')	text/javascript	etag:%2212608bf-2c32-6274f5f7a1580-gzip%22	https://gridx.codelayers.net/media/vendor/bootstrap/js/popover.min.js?5.3.3	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/bootstrap/js/popover.min374d.js	(from https://gridx.codelayers.net/)
16:35:16	4096/4096	---M-Z	200	added ('OK')	text/javascript	etag:%2212608c5-1000-6274f5f7a1580-gzip%22	https://gridx.codelayers.net/media/vendor/bootstrap/js/scrollspy.min.js?5.3.3	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/bootstrap/js/scrollspy.min374d.js	(from https://gridx.codelayers.net/)
16:35:17	4957/4957	---M-Z	200	added ('OK')	text/javascript	etag:%2212608c9-135d-6274f5f7a1580-gzip%22	https://gridx.codelayers.net/media/vendor/bootstrap/js/tab.min.js?5.3.3	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/bootstrap/js/tab.min374d.js	(from https://gridx.codelayers.net/)
16:35:18	2789/2789	---M-Z	200	added ('OK')	text/javascript	etag:%2212608cc-ae5-6274f5f7a1580-gzip%22	https://gridx.codelayers.net/media/vendor/bootstrap/js/toast.min.js?5.3.3	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/vendor/bootstrap/js/toast.min374d.js	(from https://gridx.codelayers.net/)
16:35:19	3634/3634	---M-Z	200	added ('OK')	text/javascript	etag:%221260a3d-e32-6274f5f5b9100-gzip%22	https://gridx.codelayers.net/media/system/js/showon.min.js?e51227	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/system/js/showon.min8da8.js	(from https://gridx.codelayers.net/)
16:35:20	5542/5542	---M-Z	200	added ('OK')	text/javascript	etag:%221260a31-15a6-6274f5f5b9100-gzip%22	https://gridx.codelayers.net/media/system/js/messages.min.js?9a4811	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/system/js/messages.minee3c.js	(from https://gridx.codelayers.net/)
16:35:21	144/144	---M-Z	200	added ('OK')	text/javascript	etag:%221262538-90-62d7d2111dfd5-gzip%22	https://gridx.codelayers.net/components/com_sppagebuilder/assets/js/common.js	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/components/com_sppagebuilder/assets/js/common.js	(from https://gridx.codelayers.net/)
16:35:22	2487/2487	---M-Z	200	added ('OK')	text/javascript	etag:%221262906-9b7-62d7d2111fb2d-gzip%22	https://gridx.codelayers.net/components/com_sppagebuilder/assets/js/dynamic-content.js?db5fbbc34070d36ea9b98958ab6f065c	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/components/com_sppagebuilder/assets/js/dynamic-content5287.js	(from https://gridx.codelayers.net/)
16:35:23	898/898	---M-Z	200	added ('OK')	text/javascript	etag:%221262541-382-62d7d211206e5-gzip%22	https://gridx.codelayers.net/components/com_sppagebuilder/assets/js/jquery.parallax.js?db5fbbc34070d36ea9b98958ab6f065c	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/components/com_sppagebuilder/assets/js/jquery.parallax5287.js	(from https://gridx.codelayers.net/)
16:35:24	82144/82144	---M-Z	200	added ('OK')	text/javascript	etag:%22126254a-140e0-62d7d2112129d-gzip%22	https://gridx.codelayers.net/components/com_sppagebuilder/assets/js/sppagebuilder.js?db5fbbc34070d36ea9b98958ab6f065c	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/components/com_sppagebuilder/assets/js/sppagebuilder5287.js	(from https://gridx.codelayers.net/)
16:35:25	20321/20321	---M-Z	200	added ('OK')	text/javascript	etag:%221262540-4f61-62d7d2111eb8d-gzip%22	https://gridx.codelayers.net/components/com_sppagebuilder/assets/js/jquery.magnific-popup.min.js	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/components/com_sppagebuilder/assets/js/jquery.magnific-popup.min.js	(from https://gridx.codelayers.net/)
16:35:26	2417/2417	---M-Z	200	added ('OK')	text/javascript	etag:%22126254f-971-62d7d21120acd-gzip%22	https://gridx.codelayers.net/components/com_sppagebuilder/assets/js/addons/image.js	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/components/com_sppagebuilder/assets/js/addons/image.js	(from https://gridx.codelayers.net/)
16:35:27	690/690	---M-Z	200	added ('OK')	text/javascript	etag:%221262551-2b2-62d7d21120eb5-gzip%22	https://gridx.codelayers.net/components/com_sppagebuilder/assets/js/addons/text_block.js	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/components/com_sppagebuilder/assets/js/addons/text_block.js	(from https://gridx.codelayers.net/)
16:35:28	9807/9807	---M-Z	200	added ('OK')	text/javascript	etag:%221101420-264f-627ee80fc9300-gzip%22	https://gridx.codelayers.net/templates/gridx/js/main.js	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/templates/gridx/js/main.js	(from https://gridx.codelayers.net/)
16:35:30	2888008/2888008	---M-Z	200	added ('OK')	text/css	etag:W/%222c1148-x6EAaeh3ojWBFGmjuGtCqRGq1Hc%22	https://cdn.jsdelivr.net/gh/iconoir-icons/iconoir@main/css/iconoir.css	/Users/shreyanshgupta/websites/Final_Portfolio_2025/cdn.jsdelivr.net/gh/iconoir-icons/iconoir@main/css/iconoir.css	(from https://gridx.codelayers.net/)
16:35:30	3313/3313	---M--	200	added ('OK')	image/svg+xml	etag:%2212623e5-cf1-5f862cc529180%22	https://gridx.codelayers.net/images/logo.svg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/logo.svg	(from https://gridx.codelayers.net/)
16:35:32	70304/70304	---MCZ	200	added ('OK')	text/html	etag:%22cde29ab89f9295d5a4a751a9b6d94bab%22	https://gridx.codelayers.net/about	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/about.html	(from https://gridx.codelayers.net/)
16:35:34	78478/78478	---MCZ	200	added ('OK')	text/html	etag:%228fb64ed53c1bcf00a7145fd9986dfc45%22	https://gridx.codelayers.net/works	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/works.html	(from https://gridx.codelayers.net/)
16:35:35	52041/52041	---MCZ	200	added ('OK')	text/html	etag:%2279b854a1110bb8ad2f3db6105b62fa4f%22	https://gridx.codelayers.net/contact	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/contact.html	(from https://gridx.codelayers.net/)
16:35:36	112827/112827	---M--	200	added ('OK')	image/png	etag:%2212623e6-1b8bb-5f862cc340d00%22	https://gridx.codelayers.net/images/me.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/me.png	(from https://gridx.codelayers.net/)
16:35:36	917/917	---M--	200	added ('OK')	image/svg+xml	etag:%2212623dd-395-5f862cc340d00%22	https://gridx.codelayers.net/images/icon.svg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/icon.svg	(from https://gridx.codelayers.net/)
16:35:37	1700/1700	---M--	200	added ('OK')	image/svg+xml	etag:%2212623f6-6a4-5f862cc529180%22	https://gridx.codelayers.net/images/star1.svg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/star1.svg	(from https://gridx.codelayers.net/)
16:35:38	5536/5536	---M--	200	added ('OK')	image/png	etag:%2212623f3-15a0-5f862cc340d00%22	https://gridx.codelayers.net/images/sign.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/sign.png	(from https://gridx.codelayers.net/)
16:35:40	77232/77232	---MCZ	200	added ('OK')	text/html	etag:%22c010ca2dad957f3b832486cfbaa19c2f%22	https://gridx.codelayers.net/credentials	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/credentials.html	(from https://gridx.codelayers.net/)
16:35:41	21307/21307	---M--	200	added ('OK')	image/png	etag:%2212623e9-533b-5f862cc340d00%22	https://gridx.codelayers.net/images/my-works.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/my-works.png	(from https://gridx.codelayers.net/)
16:35:42	4306/4306	---M--	200	added ('OK')	image/png	etag:%2212623da-10d2-5f862cc340d00%22	https://gridx.codelayers.net/images/gfonts.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/gfonts.png	(from https://gridx.codelayers.net/)
16:35:44	47990/47990	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:05:43%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar.html	(from https://gridx.codelayers.net/)
16:35:46	77986/77986	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:05:45%20GMT	https://gridx.codelayers.net/service	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/service.html	(from https://gridx.codelayers.net/)
16:35:46	713/713	---M--	200	added ('OK')	image/png	etag:%2212623df-2c9-5f862cc340d00%22	https://gridx.codelayers.net/images/icon2.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/icon2.png	(from https://gridx.codelayers.net/)
16:35:48	217373/217373	---M--	200	added ('OK')	image/png	etag:%2212623e7-3511d-5f862cc529180%22	https://gridx.codelayers.net/images/me2.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/me2.png	(from https://gridx.codelayers.net/about)
16:35:49	1547/1547	---M--	200	added ('OK')	image/png	etag:%2212623f5-60b-5f862cc340d00%22	https://gridx.codelayers.net/images/star-2.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/star-2.png	(from https://gridx.codelayers.net/about)
16:35:50	7630/7630	---M--	200	added ('OK')	image/jpeg	etag:%2212623ed-1dce-5f862cc529180%22	https://gridx.codelayers.net/images/project1.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/project1.jpg	(from https://gridx.codelayers.net/works)
16:35:52	60471/60471	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:05:51%20GMT	https://gridx.codelayers.net/work-details	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/work-details.html	(from https://gridx.codelayers.net/works)
16:35:53	12966/12966	---M--	200	added ('OK')	image/jpeg	etag:%2212623ee-32a6-5f862cc340d00%22	https://gridx.codelayers.net/images/project2.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/project2.jpg	(from https://gridx.codelayers.net/works)
16:35:53	32157/32157	---M--	200	added ('OK')	image/jpeg	etag:%2212623ef-7d9d-5f862cc340d00%22	https://gridx.codelayers.net/images/project3.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/project3.jpg	(from https://gridx.codelayers.net/works)
16:35:54	20283/20283	---M--	200	added ('OK')	image/jpeg	etag:%2212623f0-4f3b-5f862cc340d00%22	https://gridx.codelayers.net/images/project4.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/project4.jpg	(from https://gridx.codelayers.net/works)
16:35:55	31135/31135	---M--	200	added ('OK')	image/jpeg	etag:%2212623f1-799f-5f862cc340d00%22	https://gridx.codelayers.net/images/project5.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/project5.jpg	(from https://gridx.codelayers.net/works)
16:35:56	25419/25419	---M--	200	added ('OK')	image/jpeg	etag:%2212623f2-634b-5f862cc529180%22	https://gridx.codelayers.net/images/project6.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/project6.jpg	(from https://gridx.codelayers.net/works)
16:35:57	761/761	---M--	200	added ('OK')	image/png	etag:%2212623e1-2f9-5f862cc340d00%22	https://gridx.codelayers.net/images/icon3.png	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/icon3.png	(from https://gridx.codelayers.net/contact)
16:35:58	3404/3404	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2005%20Jun%202025%2011:05:58%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar?format=feed&type=rss	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebarc0d0	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:00	5633/5633	---MC-	200	added ('OK')	application/atom+xml	date:Thu,%2005%20Jun%202025%2011:05:59%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar?format=feed&type=atom	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar7b17	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:01	1323/1323	---M-Z	200	added ('OK')	text/javascript	etag:%221260dd1-52b-6274f5f5b9100-gzip%22	https://gridx.codelayers.net/media/com_finder/js/finder.min.js?5729ed	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/media/com_finder/js/finder.min8423.js	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:03	48164/48164	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:03%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/consulted-admitting-is-power-acuteness	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/consulted-admitting-is-power-acuteness.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:04	78582/78582	---M--	200	added ('OK')	image/jpeg	etag:%2212623d4-132f6-5f862cc340d00%22	https://gridx.codelayers.net/images/blog1.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/blog1.jpg	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:05	48188/48188	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:04%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/unsatiable-entreaties-may-collecting-power	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/unsatiable-entreaties-may-collecting-power.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:06	143871/143871	---M--	200	added ('OK')	image/jpeg	etag:%2212623d5-231ff-5f862cc529180%22	https://gridx.codelayers.net/images/blog2.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/blog2.jpg	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:07	48220/48220	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:06%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/discovery-incommode-earnestly-no-he-commanded	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/discovery-incommode-earnestly-no-he-commanded.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:08	179802/179802	---M--	200	added ('OK')	image/jpeg	etag:%2212623d6-2be5a-5f862cc529180%22	https://gridx.codelayers.net/images/blog3.jpeg	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/images/blog3.jpg	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:09	48160/48160	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:08%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/consulted-admitting-is-power-acuteness-4	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/consulted-admitting-is-power-acuteness-4.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:09	42745/42745	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:09%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/analysis	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/analysis.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:10	42745/42745	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:10%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/firewall	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/firewall.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:11	42769/42769	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:11%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/it-solutions	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/it-solutions.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:12	42745/42745	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:12%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/security	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/security.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:13	42757/42757	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:13%20GMT	https://gridx.codelayers.net/blog-with-right-sidebar/technology	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/blog-with-right-sidebar/technology.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:14	26640/26640	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:14%20GMT	https://gridx.codelayers.net/tags-page-2/saas	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/saas.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:15	26689/26689	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:15%20GMT	https://gridx.codelayers.net/tags-page-2/development	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/development.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:16	26415/26415	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:16%20GMT	https://gridx.codelayers.net/tags-page-2/figma	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/figma.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
16:36:17	26408/26408	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2011:06:17%20GMT	https://gridx.codelayers.net/tags-page-2/java	/Users/shreyanshgupta/websites/Final_Portfolio_2025/gridx.codelayers.net/tags-page-2/java.html	(from https://gridx.codelayers.net/blog-with-right-sidebar)
